author_name,first_name,last_name,title,count,eebo_total,estc_total,open-syllabus_total,ota_total,project-gutenberg_total
Alastair Fowler,Alastair,Fowler,,96,,,0.000264,,
John Gill,John,Gill,,96,,,0.000264,,
Loretta S. Gray,Loretta S,Gray,,96,,,0.000264,,
Jasper Griffin,Jasper,Griffin,,96,,,0.000264,,
Donna Heiland,Donna,Heiland,,96,,,0.000264,,
David Herlihy,David,Herlihy,,96,,,0.000264,,
M. R. James,M R,James,,96,,,0.000264,,
Christopher Johns,Christopher,Johns,,96,,,0.000264,,
June Johnson,June,Johnson,,96,,,0.000264,,
Tom Keymer,Tom,Keymer,,96,,,0.000264,,
George Levine,George,Levine,,96,,,0.000264,,
I. N. Love,I N,Love,,96,,,0.000264,,
Lisa Lowe,Lisa,Lowe,,96,,,0.000264,,
Janet Malcolm,Janet,Malcolm,,96,,,0.000264,,
Mary McCarthy,Mary,McCarthy,,96,,,0.000264,,
Karen Newman,Karen,Newman,,96,,,0.000264,,
Clifford Odets,Clifford,Odets,,96,,,0.000264,,
Thomas Love Peacock,Thomas Love,Peacock,,96,,,0.000264,,
Fred C. Robinson,Fred C,Robinson,,96,,,0.000264,,
Louise M. Rosenblatt,Louise M,Rosenblatt,,96,,,0.000264,,
William Michael Rossetti,William Michael,Rossetti,,96,,,0.000264,,
Neil J. Salkind,Neil J,Salkind,,96,,,0.000264,,
Esther H. Schor,Esther H,Schor,,96,,,0.000264,,
Howard Temperley,Howard,Temperley,,96,,,0.000264,,
Eugène Vinaver,Eugène,Vinaver,,96,,,0.000264,,
Nancy A. Walker,Nancy A,Walker,,96,,,0.000264,,
Hayden White,Hayden,White,,96,,,0.000264,,
Michael Wilding,Michael,Wilding,,96,,,0.000264,,
Aijaz Ahmad,Aijaz,Ahmad,,95,,,0.000262,,
Jean-Dominique Bauby,Jean-Dominique,Bauby,,95,,,0.000262,,
Raymond Briggs,Raymond,Briggs,,95,,,0.000262,,
Aidan Chambers,Aidan,Chambers,,95,,,0.000262,,
Maryse Conde,Maryse,Conde,,95,,,0.000262,,
Jonathan Culpeper,Jonathan,Culpeper,,95,,,0.000262,,
Jonathan Demme,Jonathan,Demme,,95,,,0.000262,,
Assia Djebar,Assia,Djebar,,95,,,0.000262,,
David Edgar,David,Edgar,,95,,,0.000262,,
Hal Foster,Hal,Foster,,95,,,0.000262,,
Anthony Giddens,Anthony,Giddens,,95,,,0.000262,,
Sheena Gillespie,Sheena,Gillespie,,95,,,0.000262,,
George E. Haggerty,George E,Haggerty,,95,,,0.000262,,
Lesley Jeffries,Lesley,Jeffries,,95,,,0.000262,,
Judith Kitchen,Judith,Kitchen,,95,,,0.000262,,
Robert Kroetsch,Robert,Kroetsch,,95,,,0.000262,,
Miriam G. Martinez,Miriam G,Martinez,,95,,,0.000262,,
Jill L. Matus,Jill L,Matus,,95,,,0.000262,,
Celia M. Millward,Celia M,Millward,,95,,,0.000262,,
Susanna Moodie,Susanna,Moodie,,95,,,0.000262,,
Edmund S. Morgan,Edmund S,Morgan,,95,,,0.000262,,
Alice Sebold,Alice,Sebold,,95,,,0.000262,,
Iain Sinclair,Iain,Sinclair,,95,,,0.000262,,
Lawrence Stone,Lawrence,Stone,,95,,,0.000262,,
Greg Walker,Greg,Walker,,95,,,0.000262,,
David Wiles,David,Wiles,,95,,,0.000262,,
Susan Wiseman,Susan,Wiseman,,95,,,0.000262,,
David Worrall,David,Worrall,,95,,,0.000262,,
Neil Astley,Neil,Astley,,94,,,0.000259,,
Nick Bentley,Nick,Bentley,,94,,,0.000259,,
Renni Browne,Renni,Browne,,94,,,0.000259,,
S. H. Clark,S H,Clark,,94,,,0.000259,,
Patrick Collinson,Patrick,Collinson,,94,,,0.000259,,
Royal Shakespeare Company,Royal Shakespeare,Company,,94,,,0.000259,,
Ann B. Dobie,Ann B,Dobie,,94,,,0.000259,,
Stanley B. Greenfield,Stanley B,Greenfield,,94,,,0.000259,,
Raphael Holinshed,Raphael,Holinshed,,94,,,0.000259,,
Elfriede Jelinek,Elfriede,Jelinek,,94,,,0.000259,,
Akira Kurosawa,Akira,Kurosawa,,94,,,0.000259,,
Edward Larrissy,Edward,Larrissy,,94,,,0.000259,,
John Lewis,John,Lewis,,94,,,0.000259,,
Victor Martinez,Victor,Martinez,,94,,,0.000259,,
Joel Myerson,Joel,Myerson,,94,,,0.000259,,
Maggie Nelson,Maggie,Nelson,,94,,,0.000259,,
James E. Porter,James E,Porter,,94,,,0.000259,,
Andrew Ross,Andrew,Ross,,94,,,0.000259,,
Deborah Schiffrin,Deborah,Schiffrin,,94,,,0.000259,,
David Schmid,David,Schmid,,94,,,0.000259,,
Hortense J. Spillers,Hortense J,Spillers,,94,,,0.000259,,
Chad Walsh,Chad,Walsh,,94,,,0.000259,,
Meena Alexander,Meena,Alexander,,93,,,0.000256,,
Elizabeth Archibald,Elizabeth,Archibald,,93,,,0.000256,,
Iain Banks,Iain,Banks,,93,,,0.000256,,
Tracy Bowell,Tracy,Bowell,,93,,,0.000256,,
Eldridge Cleaver,Eldridge,Cleaver,,93,,,0.000256,,
Alison Donnell,Alison,Donnell,,93,,,0.000256,,
Justin D. Edwards,Justin D,Edwards,,93,,,0.000256,,
Albert Einstein,Albert,Einstein,,93,,,0.000256,,
Dennis Freeborn,Dennis,Freeborn,,93,,,0.000256,,
David E. Gray,David E,Gray,,93,,,0.000256,,
David Gray,David,Gray,,93,,,0.000256,,
James David Hart,James David,Hart,,93,,,0.000256,,
Elizabeth Heale,Elizabeth,Heale,,93,,,0.000256,,
Sarah Kemble Knight,Sarah Kemble,Knight,,93,,,0.000256,,
Nicholas McDowell,Nicholas,McDowell,,93,,,0.000256,,
Miriam Meyerhoff,Miriam,Meyerhoff,,93,,,0.000256,,
Drew Milne,Drew,Milne,,93,,,0.000256,,
Anthony Minghella,Anthony,Minghella,,93,,,0.000256,,
Lynda Nead,Lynda,Nead,,93,,,0.000256,,
Lynne Pearce,Lynne,Pearce,,93,,,0.000256,,
Carl Plasa,Carl,Plasa,,93,,,0.000256,,
Barbara Roche Rico,Barbara Roche,Rico,,93,,,0.000256,,
George Saintsbury,George,Saintsbury,,93,,,0.000256,,
Alan Trachtenberg,Alan,Trachtenberg,,93,,,0.000256,,
Michael O. Tunnell,Michael O,Tunnell,,93,,,0.000256,,
Zoe Wicomb,Zoe,Wicomb,,93,,,0.000256,,
Ella O. Williams,Ella O,Williams,,93,,,0.000256,,
I. Babelʹ,I,Babelʹ,,92,,,0.000253,,
Greg Bear,Greg,Bear,,92,,,0.000253,,
Julia Casterton,Julia,Casterton,,92,,,0.000253,,
Godfrey Davies,Godfrey,Davies,,92,,,0.000253,,
Andrew Delbanco,Andrew,Delbanco,,92,,,0.000253,,
Kathryn Zabelle Derounian-Stodola,Kathryn Zabelle,Derounian-Stodola,,92,,,0.000253,,
John M. Echols,John M,Echols,,92,,,0.000253,,
Rudolph Fisher,Rudolph,Fisher,,92,,,0.000253,,
Shelley Fisher Fishkin,Shelley Fisher,Fishkin,,92,,,0.000253,,
Philip Morin Freneau,Philip Morin,Freneau,,92,,,0.000253,,
R. D. Fulk,R D,Fulk,,92,,,0.000253,,
John T. Gage,John T,Gage,,92,,,0.000253,,
B. Gates,B,Gates,,92,,,0.000253,,
Michel Gondry,Michel,Gondry,,92,,,0.000253,,
Martin Harry Greenberg,Martin Harry,Greenberg,,92,,,0.000253,,
Petrus Groeneboom,Petrus,Groeneboom,,92,,,0.000253,,
John P. Harrington,John P,Harrington,,92,,,0.000253,,
Robert Hass,Robert,Hass,,92,,,0.000253,,
Gail E. Hawisher,Gail E,Hawisher,,92,,,0.000253,,
Paul Hoover,Paul,Hoover,,92,,,0.000253,,
Phil Johnson,Phil,Johnson,,92,,,0.000253,,
Frida Kahlo,Frida,Kahlo,,92,,,0.000253,,
Geoffrey Keynes,Geoffrey,Keynes,,92,,,0.000253,,
Hermione Lee,Hermione,Lee,,92,,,0.000253,,
Alison Light,Alison,Light,,92,,,0.000253,,
David Macaulay,David,Macaulay,,92,,,0.000253,,
Colin MacCabe,Colin,MacCabe,,92,,,0.000253,,
T. R. Malthus,T R,Malthus,,92,,,0.000253,,
Nicholas Marsh,Nicholas,Marsh,,92,,,0.000253,,
Colum McCann,Colum,McCann,,92,,,0.000253,,
Meenakshi Mukherjee,Meenakshi,Mukherjee,,92,,,0.000253,,
Linda Nochlin,Linda,Nochlin,,92,,,0.000253,,
Nawal El Saadawi,Nawal El,Saadawi,,92,,,0.000253,,
Brian Selznick,Brian,Selznick,,92,,,0.000253,,
Hassan Shadily,Hassan,Shadily,,92,,,0.000253,,
J. A. Sharpe,J A,Sharpe,,92,,,0.000253,,
Patricia J. Williams,Patricia J,Williams,,92,,,0.000253,,
Richard Meran Barsam,Richard Meran,Barsam,,91,,,0.000251,,
N. F. Blake,N F,Blake,,91,,,0.000251,,
Robert W. Bly,Robert W,Bly,,91,,,0.000251,,
Benjamin Britten,Benjamin,Britten,,91,,,0.000251,,
Elizabeth Brown-Guillory,Elizabeth,Brown-Guillory,,91,,,0.000251,,
Beverly Cleary,Beverly,Cleary,,91,,,0.000251,,
Steven Cohan,Steven,Cohan,,91,,,0.000251,,
Jill Collis,Jill,Collis,,91,,,0.000251,,
Carlo Collodi,Carlo,Collodi,,91,,,0.000251,,
Robert Dixon,Robert,Dixon,,91,,,0.000251,,
Mary Crow Dog,Mary Crow,Dog,,91,,,0.000251,,
Jasper Fforde,Jasper,Fforde,,91,,,0.000251,,
Nikolaĭ Vasilevich Gogol,Nikolaĭ Vasilevich,Gogol,,91,,,0.000251,,
Mary Hays,Mary,Hays,,91,,,0.000251,,
Andreas Huyssen,Andreas,Huyssen,,91,,,0.000251,,
James S. Jacobs,James S,Jacobs,,91,,,0.000251,,
Mary Klages,Mary,Klages,,91,,,0.000251,,
Louis Menand,Louis,Menand,,91,,,0.000251,,
Mark Musa,Mark,Musa,,91,,,0.000251,,
Ira Bruce Nadel,Ira Bruce,Nadel,,91,,,0.000251,,
Norman Page,Norman,Page,,91,,,0.000251,,
Diane Ravitch,Diane,Ravitch,,91,,,0.000251,,
Mike Read,Mike,Read,,91,,,0.000251,,
Mina P. Shaughnessy,Mina P,Shaughnessy,,91,,,0.000251,,
Charles Simic,Charles,Simic,,91,,,0.000251,,
Henry Nash Smith,Henry Nash,Smith,,91,,,0.000251,,
Charles A. Temple,Charles A,Temple,,91,,,0.000251,,
Guy Vanderhaeghe,Guy,Vanderhaeghe,,91,,,0.000251,,
Albert Wendt,Albert,Wendt,,91,,,0.000251,,
Junko Yokota,Junko,Yokota,,91,,,0.000251,,
Banana Yoshimoto,Banana,Yoshimoto,,91,,,0.000251,,
Oscar Zeta Acosta,Oscar Zeta,Acosta,,90,,,0.000248,,
Charles Altieri,Charles,Altieri,,90,,,0.000248,,
Joel Barlow,Joel,Barlow,,90,,,0.000248,,
Ernst Bloch,Ernst,Bloch,,90,,,0.000248,,
Richard Burt,Richard,Burt,,90,,,0.000248,,
Margaret Cargill,Margaret,Cargill,,90,,,0.000248,,
Peter Conrad,Peter,Conrad,,90,,,0.000248,,
Dick Davis,Dick,Davis,,90,,,0.000248,,
Denis Diderot,Denis,Diderot,,90,,,0.000248,,
Jessie Redmon Fauset,Jessie Redmon,Fauset,,90,,,0.000248,,
Joan M. Ferrante,Joan M,Ferrante,,90,,,0.000248,,
Eric Foner,Eric,Foner,,90,,,0.000248,,
Neil Fraistat,Neil,Fraistat,,90,,,0.000248,,
Philip Gaskell,Philip,Gaskell,,90,,,0.000248,,
Paula Gillespie,Paula,Gillespie,,90,,,0.000248,,
Robert W. Hanning,Robert W,Hanning,,90,,,0.000248,,
Kathryn Hume,Kathryn,Hume,,90,,,0.000248,,
Clement Hurd,Clement,Hurd,,90,,,0.000248,,
Derek Jarman,Derek,Jarman,,90,,,0.000248,,
Ian Jones,Ian,Jones,,90,,,0.000248,,
Diana Landau,Diana,Landau,,90,,,0.000248,,
David Lean,David,Lean,,90,,,0.000248,,
David Mazzucchelli,David,Mazzucchelli,,90,,,0.000248,,
Solomon Northup,Solomon,Northup,,90,,,0.000248,,
David Nunan,David,Nunan,,90,,,0.000248,,
Richard O.'Connor,Richard,O'Connor,,90,,,0.000248,,
Elaine Payne,Elaine,Payne,,90,,,0.000248,,
Neil Roberts,Neil,Roberts,,90,,,0.000248,,
Roger Sabin,Roger,Sabin,,90,,,0.000248,,
Ramzi M. Salti,Ramzi M,Salti,,90,,,0.000248,,
Helen Sword,Helen,Sword,,90,,,0.000248,,
Valerie Traub,Valerie,Traub,,90,,,0.000248,,
Christos Tsiolkas,Christos,Tsiolkas,,90,,,0.000248,,
Amos Tutuola,Amos,Tutuola,,90,,,0.000248,,
Peter Washington,Peter,Washington,,90,,,0.000248,,
Patricia White,Patricia,White,,90,,,0.000248,,
Lesley Whittaker,Lesley,Whittaker,,90,,,0.000248,,
Folger Shakespeare Library,Folger Shakespeare Library,,,90,,,0.000248,,
Andrea Barrett,Andrea,Barrett,,89,,,0.000245,,
Arthur Asa Berger,Arthur Asa,Berger,,89,,,0.000245,,
Andrew Booth,Andrew,Booth,,89,,,0.000245,,
Peter Brook,Peter,Brook,,89,,,0.000245,,
Charles Burns,Charles,Burns,,89,,,0.000245,,
Teju Cole,Teju,Cole,,89,,,0.000245,,
Michael Dobson,Michael,Dobson,,89,,,0.000245,,
Denis Donoghue,Denis,Donoghue,,89,,,0.000245,,
William Dunbar,William,Dunbar,,89,,,0.000245,,
Barbara Fister,Barbara,Fister,,89,,,0.000245,,
John Guy,John,Guy,,89,,,0.000245,,
Sylvia A. Holladay,Sylvia A,Holladay,,89,,,0.000245,,
Kathleen T. Horning,Kathleen T,Horning,,89,,,0.000245,,
William Jay Jacobs,William Jay,Jacobs,,89,,,0.000245,,
Benjamin W. Labaree,Benjamin W,Labaree,,89,,,0.000245,,
Robert Woodrow Langbaum,Robert Woodrow,Langbaum,,89,,,0.000245,,
Andrew Levy,Andrew,Levy,,89,,,0.000245,,
British Library,British,Library,,89,,,0.000245,,
Amy Ling,Amy,Ling,,89,,,0.000245,,
Arthur F. Marotti,Arthur F,Marotti,,89,,,0.000245,,
James C. McDonald,James C,McDonald,,89,,,0.000245,,
Andrew Motion,Andrew,Motion,,89,,,0.000245,,
David Munger,David,Munger,,89,,,0.000245,,
Donald A. Norman,Donald A,Norman,,89,,,0.000245,,
Lee Patterson,Lee,Patterson,,89,,,0.000245,,
David L. Pike,David L,Pike,,89,,,0.000245,,
Leonard A. Podis,Leonard A,Podis,,89,,,0.000245,,
Richard Price,Richard,Price,,89,,,0.000245,,
Jean Renoir,Jean,Renoir,,89,,,0.000245,,
Barbara Herrnstein Smith,Barbara Herrnstein,Smith,,89,,,0.000245,,
John M. Steadman,John M,Steadman,,89,,,0.000245,,
Craig Thompson,Craig,Thompson,,89,,,0.000245,,
Larry Watson,Larry,Watson,,89,,,0.000245,,
Charles Adlard,Charles,Adlard,,88,,,0.000242,,
Donald Allen,Donald,Allen,,88,,,0.000242,,
David Amigoni,David,Amigoni,,88,,,0.000242,,
Mary Antin,Mary,Antin,,88,,,0.000242,,
Marylin B. Arthur,Marylin B,Arthur,,88,,,0.000242,,
David Ayers,David,Ayers,,88,,,0.000242,,
Nathalie Babel,Nathalie,Babel,,88,,,0.000242,,
Alan Ball,Alan,Ball,,88,,,0.000242,,
H. S. Bennett,H S,Bennett,,88,,,0.000242,,
Robert Bolt,Robert,Bolt,,88,,,0.000242,,
Tod Browning,Tod,Browning,,88,,,0.000242,,
Kenneth A. Bruffee,Kenneth A,Bruffee,,88,,,0.000242,,
Douglas Bruster,Douglas,Bruster,,88,,,0.000242,,
Kate Burridge,Kate,Burridge,,88,,,0.000242,,
David Cannadine,David,Cannadine,,88,,,0.000242,,
Ward Churchill,Ward,Churchill,,88,,,0.000242,,
Hardin Craig,Hardin,Craig,,88,,,0.000242,,
D. A. Cruse,D A,Cruse,,88,,,0.000242,,
Charlotte Dacre,Charlotte,Dacre,,88,,,0.000242,,
A. S. G. Edwards,A. S. G.,Edwards,,88,,,0.000242,,
Christine Fanthome,Christine,Fanthome,,88,,,0.000242,,
Peter Fryer,Peter,Fryer,,88,,,0.000242,,
Terry Gifford,Terry,Gifford,,88,,,0.000242,,
E. A. Grosz,E A,Grosz,,88,,,0.000242,,
A. C. Hamilton,A C,Hamilton,,88,,,0.000242,,
Philip Hobsbaum,Philip,Hobsbaum,,88,,,0.000242,,
Tony Horwitz,Tony,Horwitz,,88,,,0.000242,,
Lynn Hunt,Lynn,Hunt,,88,,,0.000242,,
Steven B. Katz,Steven B,Katz,,88,,,0.000242,,
Scott Kelly,Scott,Kelly,,88,,,0.000242,,
Donna Landry,Donna,Landry,,88,,,0.000242,,
American Imprint Collection (Library of Congress,American Imprint Collection,Library of Congress,,88,,,0.000242,,
Mark Llewellyn,Mark,Llewellyn,,88,,,0.000242,,
Jerome Loving,Jerome,Loving,,88,,,0.000242,,
Robert MacSwain,Robert,MacSwain,,88,,,0.000242,,
Alberto Manguel,Alberto,Manguel,,88,,,0.000242,,
Frances Mayes,Frances,Mayes,,88,,,0.000242,,
Stephen McDonald,Stephen,McDonald,,88,,,0.000242,,
Colin Nicholson,Colin,Nicholson,,88,,,0.000242,,
Gerald Prince,Gerald,Prince,,88,,,0.000242,,
Cliff Rathburn,Cliff,Rathburn,,88,,,0.000242,,
Teresa M. Redd,Teresa M,Redd,,88,,,0.000242,,
William Salomone,William,Salomone,,88,,,0.000242,,
Berthold Schoene-Harwood,Berthold,Schoene-Harwood,,88,,,0.000242,,
Robert Ernest Spiller,Robert Ernest,Spiller,,88,,,0.000242,,
Yi-Fu Tuan,Yi-Fu,Tuan,,88,,,0.000242,,
Lope De Vega,Lope De,Vega,,88,,,0.000242,,
Anne Waldman,Anne,Waldman,,88,,,0.000242,,
Jacqueline Woodson,Jacqueline,Woodson,,88,,,0.000242,,
Edwin Black,Edwin,Black,,87,,,0.00024,,
Stephanie Boluk,Stephanie,Boluk,,87,,,0.00024,,
James Cameron,James,Cameron,,87,,,0.00024,,
Michael J. Cummings,Michael J,Cummings,,87,,,0.00024,,
John Frow,John,Frow,,87,,,0.00024,,
Peter S. Gardner,Peter S,Gardner,,87,,,0.00024,,
Carlo Ginzburg,Carlo,Ginzburg,,87,,,0.00024,,
Albert Gore,Albert,Gore,,87,,,0.00024,,
Keith Hjortshoj,Keith,Hjortshoj,,87,,,0.00024,,
Bohumil Hrabal,Bohumil,Hrabal,,87,,,0.00024,,
Stuart Johnson,Stuart,Johnson,,87,,,0.00024,,
Daniel Jones,Daniel,Jones,,87,,,0.00024,,
Pamela M. King,Pamela M,King,,87,,,0.00024,,
W. P. Kinsella,W P,Kinsella,,87,,,0.00024,,
Millicent Lenz,Millicent,Lenz,,87,,,0.00024,,
Wylie Lenz,Wylie,Lenz,,87,,,0.00024,,
Neal Lerner,Neal,Lerner,,87,,,0.00024,,
Erika Lindemann,Erika,Lindemann,,87,,,0.00024,,
Zakes Mda,Zakes,Mda,,87,,,0.00024,,
Peter Middleton,Peter,Middleton,,87,,,0.00024,,
Trinh T. Minh-Ha,Trinh T,Minh-Ha,,87,,,0.00024,,
Mark P. O. Morford,Mark P. O.,Morford,,87,,,0.00024,,
Max Simon Nordau,Max Simon,Nordau,,87,,,0.00024,,
R. A. Norton,R A,Norton,,87,,,0.00024,,
John P. O.'Grady,John P,O'Grady,,87,,,0.00024,,
Matthew Parfitt,Matthew,Parfitt,,87,,,0.00024,,
Benita Parry,Benita,Parry,,87,,,0.00024,,
Scott R. Sanders,Scott R,Sanders,,87,,,0.00024,,
Norbert Schmitt,Norbert,Schmitt,,87,,,0.00024,,
Jon Scott,Jon,Scott,,87,,,0.00024,,
Stuart A. Selber,Stuart A,Selber,,87,,,0.00024,,
Bahaa Taher,Bahaa,Taher,,87,,,0.00024,,
Jane Tompkins,Jane,Tompkins,,87,,,0.00024,,
Terence Leslie Brian Wade,Terence Leslie Brian,Wade,,87,,,0.00024,,
Robyn Warhol-Down,Robyn,Warhol-Down,,87,,,0.00024,,
Gerald Clifford Weales,Gerald Clifford,Weales,,87,,,0.00024,,
Martha Zamora,Martha,Zamora,,87,,,0.00024,,
Basho,Basho,,,87,,,0.00024,,
Chris Anderson,Chris,Anderson,,86,,,0.000237,,
Joseph Boyden,Joseph,Boyden,,86,,,0.000237,,
Robert Bringhurst,Robert,Bringhurst,,86,,,0.000237,,
Erskine Caldwell,Erskine,Caldwell,,86,,,0.000237,,
Colin G. Calloway,Colin G,Calloway,,86,,,0.000237,,
Marianne Celce-Murcia,Marianne,Celce-Murcia,,86,,,0.000237,,
Ernest Cline,Ernest,Cline,,86,,,0.000237,,
Robertson Davies,Robertson,Davies,,86,,,0.000237,,
Thomas Dixon,Thomas,Dixon,,86,,,0.000237,,
Kenneth L. Donelson,Kenneth L,Donelson,,86,,,0.000237,,
Scott Elledge,Scott,Elledge,,86,,,0.000237,,
Federico Fellini,Federico,Fellini,,86,,,0.000237,,
Frances Smith Foster,Frances Smith,Foster,,86,,,0.000237,,
Thomas Frank,Thomas,Frank,,86,,,0.000237,,
Nikki Giovanni,Nikki,Giovanni,,86,,,0.000237,,
Lizbeth Goodman,Lizbeth,Goodman,,86,,,0.000237,,
Tony Greenfield,Tony,Greenfield,,86,,,0.000237,,
Giles B. Gunn,Giles B,Gunn,,86,,,0.000237,,
Heinrich Heine,Heinrich,Heine,,86,,,0.000237,,
Gilbert Hernandez,Gilbert,Hernandez,,86,,,0.000237,,
Graham Goulden Hough,Graham Goulden,Hough,,86,,,0.000237,,
Thomas Hughes,Thomas,Hughes,,86,,,0.000237,,
Samuel P. Huntington,Samuel P,Huntington,,86,,,0.000237,,
Lorna Hutson,Lorna,Hutson,,86,,,0.000237,,
Kristen Iversen,Kristen,Iversen,,86,,,0.000237,,
Donald Keene,Donald,Keene,,86,,,0.000237,,
Rosemary Keogh,Rosemary,Keogh,,86,,,0.000237,,
Claude Lévi-Strauss,Claude,Lévi-Strauss,,86,,,0.000237,,
Chris Marker,Chris,Marker,,86,,,0.000237,,
Jackie Marsh,Jackie,Marsh,,86,,,0.000237,,
A. V. Martinet,A V,Martinet,,86,,,0.000237,,
Susan Miller,Susan,Miller,,86,,,0.000237,,
Sianne Ngai,Sianne,Ngai,,86,,,0.000237,,
Pam Peters,Pam,Peters,,86,,,0.000237,,
Simon Reynolds,Simon,Reynolds,,86,,,0.000237,,
Roy C. Strong,Roy C,Strong,,86,,,0.000237,,
Oliver Taplin,Oliver,Taplin,,86,,,0.000237,,
A. J. Thomson,A J,Thomson,,86,,,0.000237,,
Jennifer S. Uglow,Jennifer S,Uglow,,86,,,0.000237,,
Christa Wolf,Christa,Wolf,,86,,,0.000237,,
Martin D. Yaffe,Martin D,Yaffe,,86,,,0.000237,,
Ana M. Acosta,Ana M,Acosta,,85,,,0.000234,,
John Barnes,John,Barnes,,85,,,0.000234,,
James A. Berlin,James A,Berlin,,85,,,0.000234,,
Leo Bersani,Leo,Bersani,,85,,,0.000234,,
Laurel Brake,Laurel,Brake,,85,,,0.000234,,
Thomas Bulfinch,Thomas,Bulfinch,,85,,,0.000234,,
Evliya C.̧elebi,Evliya,Çelebi,,85,,,0.000234,,
Timothy Clark,Timothy,Clark,,85,,,0.000234,,
Richard L. Coe,Richard L,Coe,,85,,,0.000234,,
Stanley Corngold,Stanley,Corngold,,85,,,0.000234,,
Mary K. DeShazer,Mary K,DeShazer,,85,,,0.000234,,
Donna Duncan,Donna,Duncan,,85,,,0.000234,,
Clint Eastwood,Clint,Eastwood,,85,,,0.000234,,
Robert Fraser,Robert,Fraser,,85,,,0.000234,,
Charles Frazier,Charles,Frazier,,85,,,0.000234,,
Howard Goldblatt,Howard,Goldblatt,,85,,,0.000234,,
Jerome De Groot,Jerome De,Groot,,85,,,0.000234,,
John Hartley,John,Hartley,,85,,,0.000234,,
Sherif Hetata,Sherif,Hetata,,85,,,0.000234,,
L. Rust Hills,L Rust,Hills,,85,,,0.000234,,
David A. Hollinger,David A,Hollinger,,85,,,0.000234,,
James R. Hurford,James R,Hurford,,85,,,0.000234,,
Catherine Ingrassia,Catherine,Ingrassia,,85,,,0.000234,,
Ezra Jack Keats,Ezra Jack,Keats,,85,,,0.000234,,
Galway Kinnell,Galway,Kinnell,,85,,,0.000234,,
Gesa Kirsch,Gesa,Kirsch,,85,,,0.000234,,
Q. D. Leavis,Q D,Leavis,,85,,,0.000234,,
Lawrence W. Levine,Lawrence W,Levine,,85,,,0.000234,,
Robert Jay Lifton,Robert Jay,Lifton,,85,,,0.000234,,
Laura Lockhart,Laura,Lockhart,,85,,,0.000234,,
Arthur Machen,Arthur,Machen,,85,,,0.000234,,
Kobena Mercer,Kobena,Mercer,,85,,,0.000234,,
Tomoko Nakamichi,Tomoko,Nakamichi,,85,,,0.000234,,
R. A. Preece,R A,Preece,,85,,,0.000234,,
Angelique Richardson,Angelique,Richardson,,85,,,0.000234,,
Michael James Swanton,Michael James,Swanton,,85,,,0.000234,,
Farouk Abdel Wahab,Farouk Abdel,Wahab,,85,,,0.000234,,
Robert Allen Warrior,Robert Allen,Warrior,,85,,,0.000234,,
Clint Van Winkle,Clint Van,Winkle,,85,,,0.000234,,
Michael Alley,Michael,Alley,,84,,,0.000231,,
Alain Badiou,Alain,Badiou,,84,,,0.000231,,
Alcuin Blamires,Alcuin,Blamires,,84,,,0.000231,,
William Hill Brown,William Hill,Brown,,84,,,0.000231,,
Charles Waddell Chesnutt,Charles Waddell,Chesnutt,,84,,,0.000231,,
Valentine Cunningham,Valentine,Cunningham,,84,,,0.000231,,
Richard Dawkins,Richard,Dawkins,,84,,,0.000231,,
Richard Dellamora,Richard,Dellamora,,84,,,0.000231,,
Nancy E. Dollahite,Nancy E,Dollahite,,84,,,0.000231,,
Eamon Duffy,Eamon,Duffy,,84,,,0.000231,,
Patricia Duncker,Patricia,Duncker,,84,,,0.000231,,
Mark Edmundson,Mark,Edmundson,,84,,,0.000231,,
John Flowerdew,John,Flowerdew,,84,,,0.000231,,
Roger H. Garrison,Roger H,Garrison,,84,,,0.000231,,
Kaye Gibbons,Kaye,Gibbons,,84,,,0.000231,,
Julie Haun,Julie,Haun,,84,,,0.000231,,
Shirley Brice Heath,Shirley Brice,Heath,,84,,,0.000231,,
Hans Holbein,Hans,Holbein,,84,,,0.000231,,
John Holloway,John,Holloway,,84,,,0.000231,,
Stephen Hughes,Stephen,Hughes,,84,,,0.000231,,
Garrison Keillor,Garrison,Keillor,,84,,,0.000231,,
Charles R. Larson,Charles R,Larson,,84,,,0.000231,,
John Lee,John,Lee,,84,,,0.000231,,
Franz Liszt,Franz,Liszt,,84,,,0.000231,,
Philip Massinger,Philip,Massinger,,84,,,0.000231,,
J. Derrick McClure,J Derrick,McClure,,84,,,0.000231,,
Jerome McGann,Jerome,McGann,,84,,,0.000231,,
Claude Pélieu,Claude,Pélieu,,84,,,0.000231,,
Martin Raymond,Martin,Raymond,,84,,,0.000231,,
Donald H. Reiman,Donald H,Reiman,,84,,,0.000231,,
Nathaniel A. Rivers,Nathaniel A,Rivers,,84,,,0.000231,,
Victor Sage,Victor,Sage,,84,,,0.000231,,
George Samuel Schuyler,George Samuel,Schuyler,,84,,,0.000231,,
David Shields,David,Shields,,84,,,0.000231,,
Elliott L. Smith,Elliott L,Smith,,84,,,0.000231,,
Lee Smith,Lee,Smith,,84,,,0.000231,,
Barbara Smith-Palinkas,Barbara,Smith-Palinkas,,84,,,0.000231,,
George Robert Stange,George Robert,Stange,,84,,,0.000231,,
J. L. Styan,J L,Styan,,84,,,0.000231,,
Paul Theroux,Paul,Theroux,,84,,,0.000231,,
Lionel Trilling,Lionel,Trilling,,84,,,0.000231,,
Paula Vogel,Paula,Vogel,,84,,,0.000231,,
