author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total,dataset
"Sayers, F. 1763-1817.",Sayers,F,,1763,1817,,,,,,,1,0.00010591,estc
"L., F., esq., pseud.",L,F,,,,,,,,,,1,0.00010591,estc
"Bottarelli, F.",Bottarelli,F,,,,,,,,,,1,0.00010591,estc
"Waldron, F. G. 1744-1818.",Waldron,F G,,1744,1818,,,,,,,1,0.00010591,estc
"Philipps, Fabian, 1601-1690.",Philipps,Fabian,,1601,1690,,,,,,,1,0.00010591,estc
"Burney, Fanny, 1752-1840.",Burney,Fanny,,1752,1840,,,,,,,1,0.00010591,estc
"Bellers, Fettiplace, 1687-1750?",Bellers,Fettiplace,,1687,1750?,,,,,,,1,0.00010591,estc
"Sydenham, Floyer, 1710-1787.",Sydenham,Floyer,,1710,1787,,,,,,,1,0.00010591,estc
"Leguat, François, 1637-1735.",Leguat,François,,1637,1735,,,,,,,1,0.00010591,estc
"Brooke, Frances, 1724?-1789.",Brooke,Frances,, 1724?,1789,,,,,,,1,0.00010591,estc
"Sheridan, Frances Chamberlaine, 1724-1766.",Sheridan,Frances Chamberlaine,,1724,1766,,,,,,,1,0.00010591,estc
"Sabbathier, FrancÌ§ois, 1735-1807.",Sabbathier,FrancÌ§ois,,1735,1807,,,,,,,1,0.00010591,estc
"Osborne, Francis, 1593-1659.",Osborne,Francis,,1593,1659,,,,,,,1,0.00010591,estc
"Cheynell, Francis, 1608-1665.",Cheynell,Francis,,1608,1665,,,,,,,1,0.00010591,estc
"Rous, Francis, b. 1615.",Rous,Francis,,1615,,,,,,,,1,0.00010591,estc
"Lee, Francis, 1661-1719.",Lee,Francis,,1661,1719,,,,,,,1,0.00010591,estc
"Penrose, Francis, 1718-1798.",Penrose,Francis,,1718,1798,,,,,,,1,0.00010591,estc
"Gentleman, Francis, 1728-1784.",Gentleman,Francis,,1728,1784,,,,,,,1,0.00010591,estc
"Hastings, Francis Rawdon-Hastings, Marquess of, 1754-1826.",Rawdon-Hastings,Francis,,1754,1826,,,,,,,1,0.00010591,estc
"Vesey, Francis, 1721?-1804.",Vesey,Francis,, 1721?,1804,,,,,,,1,0.00010591,estc
"Okley, Francis, 1917?-1794.",Okley,Francis,, 1917?,1794,,,,,,,1,0.00010591,estc
"Sabie, Francis, fl. 1587-1596.",Sabie,Francis,, fl. 1587,1596,,,,,,,1,0.00010591,estc
"Moore, Francis, fl. 1744.",Moore,Francis,, fl. 1744.,,,,,,,,1,0.00010591,estc
"Herring, Francis, d. 1628.",Herring,Francis,,,1628,,,,,,,1,0.00010591,estc
"Fullwood, Francis, d. 1693.",Fullwood,Francis,,,1693,,,,,,,1,0.00010591,estc
"Newbery, Francis, d. 1780.",Newbery,Francis,,,1780,,,,,,,1,0.00010591,estc
"Blackburne, Francis.",Blackburne,Francis,,,,,,,,,,1,0.00010591,estc
"Forbes, Francis.",Forbes,Francis,,,,,,,,,,1,0.00010591,estc
"Home, Francis.",Home,Francis,,,,,,,,,,1,0.00010591,estc
"Midon, Francis.",Midon,Francis,,,,,,,,,,1,0.00010591,estc
"Spilsbury, Francis.",Spilsbury,Francis,,,,,,,,,,1,0.00010591,estc
"Guerra, Francisco, 1916-.",Guerra,Francisco,,1916,.,,,,,,,1,0.00010591,estc
"Miranda, Francisco de, 1750-1816.",Miranda,Francisco de,,1750,1816,,,,,,,1,0.00010591,estc
"La Rochefoucauld, François, duc de, 1613-1680.",de la Rochefoucauld,François,,1613,1680,,,,,,,1,0.00010591,estc
"Carmichael, Frederick, 1708-1751.",Carmichael,Frederick,,1708,1751,,,,,,,1,0.00010591,estc
"Baltimore, Frederick Calvert, Baron, 1731-1771.",Calvert,Frederick,,1731,1771,,,,,,,1,0.00010591,estc
"Carlisle, Frederick Howard, Earl of, 1748-1825.",Howard,Frederick,,1748,1825,,,,,,,1,0.00010591,estc
"Pilon, Frederick, 1750-1788.",Pilon,Frederick,,1750,1788,,,,,,,1,0.00010591,estc
"Reynolds, Frederick, 1764-1841.",Reynolds,Frederick,,1764,1841,,,,,,,1,0.00010591,estc
"Laurence, French, 1757-1809.",Laurence,French,,1757,1809,,,,,,,1,0.00010591,estc
"Martens, Friedrich, 1635-1699.",Martens,Friedrich,,1635,1699,,,,,,,1,0.00010591,estc
"Hoffmann, Friedrich, 1660-1742.",Hoffmann,Friedrich,,1660,1742,,,,,,,1,0.00010591,estc
"Lesser, Friedrich Christian, 1692-1754.",Lesser,Friedrich Christian,,1692,1754,,,,,,,1,0.00010591,estc
"Saldern, Friedrich Christoph von, 1719-1785.",Saldern,Friedrich Christoph von,,1719,1785,,,,,,,1,0.00010591,estc
"Fabrice, Friedrich Ernst von, 1683-1750.",Fabrice,Friedrich Ernst von,,1683,1750,,,,,,,1,0.00010591,estc
"Klinger, Friedrich Maximilian, 1752-1831.",Klinger,Friedrich Maximilian,,1752,1831,,,,,,,1,0.00010591,estc
"Dyer, G. 1743-1820.",Dyer,G,,1743,1820,,,,,,,1,0.00010591,estc
"Atwood, G. 1746-1807.",Atwood,G,,1746,1807,,,,,,,1,0.00010591,estc
"Gregory, G.",Gregory,G,,,,,,,,,,1,0.00010591,estc
"Dellon, Gabriel, b. 1649.",Dellon,Gabriel,,1649,,,,,,,,1,0.00010591,estc
"Fagel, Gaspar, 1634-1688.",Fagel,Gaspar,,1634,1688,,,,,,,1,0.00010591,estc
"Fontanieu, Gaspard-MoiÌˆse-Augustin de, 1693-1767.",Fontanieu,Gaspard-MoiÌˆse-Augustin de,,1693,1767,,,,,,,1,0.00010591,estc
"Courtilz de Sandras, Gatien, 1644-1712.",Courtilz de Sandras,Gatien,,1644,1712,,,,,,,1,0.00010591,estc
"Courtilz, Gatien de,$csieur de Sandras, 1644?-1712,",de Courtilz de Sandras,Gatien,, 1644?,1712,,,,,,,1,0.00010591,estc
"Douglas, Gawin, 1474?-1522.",Douglas,Gawin,, 1474?,1522,,,,,,,1,0.00010591,estc
"Mainvilliers, Genu-Soalhat, chevalier de, d. 1776.",Mainvilliers,Genu-Soalhat,,,1776,,,,,,,1,0.00010591,estc
"Forster, Georg, 1754-1794.",Forster,Georg,,1754,1794,,,,,,,1,0.00010591,estc
"Zollikofer, Georg Joachim, 1730-1788.",Zollikofer,Georg Joachim,,1730,1788,,,,,,,1,0.00010591,estc
"Cavendish, George, 1500-1561?",Cavendish,George,,1500,1561?,,,,,,,1,0.00010591,estc
"Sandys, George, 1578-1644.",Sandys,George,,1578,1644,,,,,,,1,0.00010591,estc
"Wither, George, 1588-1667.",Wither,George,,1588,1667,,,,,,,1,0.00010591,estc
"Morley, George, 1597-1684.",Morley,George,,1597,1684,,,,,,,1,0.00010591,estc
"Albemarle, George Monck, Duke of, 1608-1670.",Monck,George,,1608,1670,,,,,,,1,0.00010591,estc
"Cromarty, George Mackenzie, Earl of, 1630-1714.",Mackenzie,George,,1630,1714,,,,,,,1,0.00010591,estc
"Bull, George, 1634-1710.",Bull,George,,1634,1710,,,,,,,1,0.00010591,estc
"Mackenzie, George, 1636-1691.",Mackenzie,George,,1636,1691,,,,,,,1,0.00010591,estc
"Brown, George, 1650-1730.",Brown,George,,1650,1730,,,,,,,1,0.00010591,estc
"Parker, George, 1654-1743.",Parker,George,,1654,1743,,,,,,,1,0.00010591,estc
"Stanhope, George, 1660-1728.",Stanhope,George,,1660,1728,,,,,,,1,0.00010591,estc
"Baillie, George, 1664-1738,",Baillie,George,,1664,1738,,,,,,,1,0.00010591,estc
"Lansdowne, George Granville, Baron, 1667-1735.",Granville,George,,1667,1735,,,,,,,1,0.00010591,estc
"North, George, 1710-1772.",North,George,,1710,1772,,,,,,,1,0.00010591,estc
"Grenville, George, 1712-1770.",Grenville,George,,1712,1770,,,,,,,1,0.00010591,estc
"Pigot, George Pigot, Baron, 1719-1777.",Pigot,George,,1719,1777,,,,,,,1,0.00010591,estc
"Townshend, George Townshend, Marquis, 1724-1807.",Townshend,George,,1724,1807,,,,,,,1,0.00010591,estc
"Glas, George, 1725-1765.",Glas,George,,1725,1765,,,,,,,1,0.00010591,estc
"Mason, George, 1735-1806.",Mason,George,,1735,1806,,,,,,,1,0.00010591,estc
"Steevens, George, 1736-1800.",Steevens,George,,1736,1800,,,,,,,1,0.00010591,estc
"Robinson, George, 1736-1801.",Robinson,George,,1736,1801,,,,,,,1,0.00010591,estc
"Macartney, George Macartney, Earl, 1737-1806.",Macartney,George,,1737,1806,,,,,,,1,0.00010591,estc
"Hardinge, George, 1743-1816.",Hardinge,George,,1743,1816,,,,,,,1,0.00010591,estc
"Edwards, George, 1752-1823.",Edwards,George,,1752,1823,,,,,,,1,0.00010591,estc
"Miller, George, 1764-1848.",Miller,George,,1764,1848,,,,,,,1,0.00010591,estc
"Brewer, George, b. 1766.",Brewer,George,,1766,,,,,,,,1,0.00010591,estc
"Whetstone, George, 1544?-1587?.",Whetstone,George,, 1544?,1587?.,,,,,,,1,0.00010591,estc
"Paule, George, Sir, 1563?-1637.",Paule,George,, 1563?,1637,,,,,,,1,0.00010591,estc
"Cheyne, George, 1671 or 2-1743.",Cheyne,George,, 1671 or 2,1743,,,,,,,1,0.00010591,estc
"Reynolds, George, 1699 or 1700-1769.",Reynolds,George,, 1699 or 1700,1769,,,,,,,1,0.00010591,estc
"Ridpath, George, 1717?-1772.",Ridpath,George,, 1717?,1772,,,,,,,1,0.00010591,estc
"Walker, George, 1734?-1807.",Walker,George,, 1734?,1807,,,,,,,1,0.00010591,estc
"Robertson, George, 1750?-1832. Great Britain. Board of Agriculture.",Robertson,George,, 1750?,1832,,,,,,,1,0.00010591,estc
"Veal, George, fl. 1774-1818,",Veal,George,, fl. 1774,1818,,,,,,,1,0.00010591,estc
"England, George, Rector of Woolerton.",England,George,,,,,,,,,,1,0.00010591,estc
"Brown, George, Rev.",Brown,George,,,,,,,,,,1,0.00010591,estc
"Neale, George, Rev.",Neale,George,,,,,,,,,,1,0.00010591,estc
"Shuckburgh-Evelyn, George Augustus William, Sir, 1751-1804.",Shuckburgh-Evelyn,George Augustus William,,1751,1804,,,,,,,1,0.00010591,estc
"StÃ¥hlberg, George Georgson",StÃ¥hlberg,George Georgson,,,,,,,,,,1,0.00010591,estc
"Loskiel, George Henry, 1740-1814.",Loskiel,George Henry,,1740,1814,,,,,,,1,0.00010591,estc
"Domcke, George Peter.",Domcke,George Peter,,,,,,,,,,1,0.00010591,estc
"Rivers, George Pitt, Baron, 1721-1803.",Rivers,George Pitt,,1721,1803,,,,,,,1,0.00010591,estc
"Carey, George Saville, 1743-1807.",Carey,George Saville,,1743,1807,,,,,,,1,0.00010591,estc
"Bristol, George William Hervey, 2d earl of, 1721-1775.",Hervey,George William,,1721,1775,,,,,,,1,0.00010591,estc
"Lemon, George William, 1726-1797.",Lemon,George William,,1726,1797,,,,,,,1,0.00010591,estc
"Bally, George.",Bally,George,,,,,,,,,,1,0.00010591,estc
"Boswell, George.",Boswell,George,,,,,,,,,,1,0.00010591,estc
"Burghall, George.",Burghall,George,,,,,,,,,,1,0.00010591,estc
"Cumberland, George.",Cumberland,George,,,,,,,,,,1,0.00010591,estc
"Dodwell, George.",Dodwell,George,,,,,,,,,,1,0.00010591,estc
"Fisher, George.",Fisher,George,,,,,,,,,,1,0.00010591,estc
"Gray, George.",Gray,George,,,,,,,,,,1,0.00010591,estc
"Pirrie, George.",Pirrie,George,,,,,,,,,,1,0.00010591,estc
"Shelvocke, George.",Shelvocke,George,,,,,,,,,,1,0.00010591,estc
"Turner, George.",Turner,George,,,,,,,,,,1,0.00010591,estc
"Wollaston, George.",Wollaston,George,,,,,,,,,,1,0.00010591,estc
"Wright, George.",Wright,George,,,,,,,,,,1,0.00010591,estc
"Pellisson, Georges.",Pellisson,Georges,,,,,,,,,,1,0.00010591,estc
"Noodt, Gerard, 1647-1725.",Noodt,Gerard,,1647,1725,,,,,,,1,0.00010591,estc
"Markham, Gervase, 1568?-1637",Markham,Gervase,, 1568?,1637,,,,,,,1,0.00010591,estc
"Harvey, Gideon, 1640?-1700?",Harvey,Gideon,, 1640?,1700?,,,,,,,1,0.00010591,estc
"Crokatt, Gilbert, fl. 1692-1708.",Crokatt,Gilbert,, fl. 1692,1708,,,,,,,1,0.00010591,estc
"Duncombe, Giles.",Duncombe,Giles,,,,,,,,,,1,0.00010591,estc
"Croce, Giovanni, ca. 1557-1609.",Croce,Giovanni,, ca. 1557,1609,,,,,,,1,0.00010591,estc
"Baselli, Giovanni Alberto.",Baselli,Giovanni Alberto,,,,,,,,,,1,0.00010591,estc
"Manzini, Giovanni Battista, 1599-1664.",Manzini,Giovanni Battista,,1599,1664,,,,,,,1,0.00010591,estc
"Loredano, Giovanni Francesco, 1607-1661.",Loredano,Giovanni Francesco,,1607,1661,,,,,,,1,0.00010591,estc
"Musaeus, Grammaticus.",Musaeus,Grammaticus,,,,,,,,,,1,0.00010591,estc
"Panzani, Gregorio, d. 1662.",Panzani,Gregorio,,,,,,,,,,1,0.00010591,estc
"Sharpe, Gregory, 1713-1771.",Sharpe,Gregory,,1713,1771,,,,,,,1,0.00010591,estc
"Hascard, Gregory.",Hascard,Gregory,,,,,,,,,,1,0.00010591,estc
"Panciroli, Guido, 1523-1599.",Panciroli,Guido,,1523,1599,,,,,,,1,0.00010591,estc
"Sainte-Croix, Guillaume-Emmanuel-Joseph Guilhem de Clermont-LodeÌ€ve, baron de, 1746-1809.",Sainte-Croix,Guillaume-Emmanuel-Joseph Guilhem de Clermont-Lodève,,1746,1809,,,,,,,1,0.00010591,estc
"Thomas, H., bookseller, fl. 1790.",Thomas,H,, fl. 1790.,,,,,,,,1,0.00010591,estc
"Adamson, H. 1581?-1639.",Adamson,H,,1581?,1639,,,,,,,1,0.00010591,estc
"Curson, H.",Curson,H,,,,,,,,,,1,0.00010591,estc
"Hartson, Hall, d. 1773.",Hartson,Hall,,,1773,,,,,,,1,0.00010591,estc
"Glasse, Hannah, 1708-1770.",Glasse,Hannah,,1708,1770,,,,,,,1,0.00010591,estc
"De Veil, Hans.",De Veil,Hans,,,,,,,,,,1,0.00010591,estc
"Péréfixe de Beaumont, Hardouin de, b. 1605.",Péréfixe de Beaumont,Hardouin de,,1605,,,,,,,,1,0.00010591,estc
"Langrische, Hector, Sir, 1738-1811.",Langrische,Hector,,1738,1811,,,,,,,1,0.00010591,estc
"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.",Agrippa von Nettesheim,Heinrich Cornelius,, 1486?,1535,,,,,,,1,0.00010591,estc
"Grellmann, Heinrich Moritz Gottlieb, 1756-1804.",Grellmann,Heinrich Moritz Gottlieb,,1756,1804,,,,,,,1,0.00010591,estc
"Scott, Helenus, 1760-1821.",Scott,Helenus,,1760,1821,,,,,,,1,0.00010591,estc
"O'Roon, Hellen, pseud.",O'Roon,Hellen,,,,,,,,,,1,0.00010591,estc
"Turenne, Henri de La Tour d'Auvergne, vicomte de, 1611-1675.",de La Tour d'Auvergne,Henri,,1611,1675,,,,,,,1,0.00010591,estc
"Misson, Henri, de Valbourg, fl. 1698.",Misson de Valbourg,Henri,, fl. 1698.,,,,,,,,1,0.00010591,estc
"Du Laurens, Henri-Joseph, 1719-1797.",Du Laurens,Henri-Joseph,,1719,1797,,,,,,,1,0.00010591,estc
"Hammond, Henry, 1605-1660.",Hammond,Henry,,1605,1660,,,,,,,1,0.00010591,estc
"More, Henry, 1614-1687.",More,Henry,,1614,1687,,,,,,,1,0.00010591,estc
"Wilkinson, Henry, 1616-1690.",Wilkinson,Henry,,1616,1690,,,,,,,1,0.00010591,estc
"Dodwell, Henry, 1641-1711.",Dodwell,Henry,,1641,1711,,,,,,,1,0.00010591,estc
"Care, Henry, 1646-1688.",Care,Henry,,1646,1688,,,,,,,1,0.00010591,estc
"Aldrich, Henry, 1647-1710.",Aldrich,Henry,,1647,1710,,,,,,,1,0.00010591,estc
"Maundrell, Henry, 1665-1701.",Maundrell,Henry,,1665,1701,,,,,,,1,0.00010591,estc
"Grove, Henry, 1684-1738.",Grove,Henry,,1684,1738,,,,,,,1,0.00010591,estc
"Needler, Henry, 1690-1718.",Needler,Henry,,1690,1718,,,,,,,1,0.00010591,estc
"Swinden, Henry, 1716-1772.",Swinden,Henry,,1716,1772,,,,,,,1,0.00010591,estc
"Owen, Henry, 1716-1795.",Owen,Henry,,1716,1795,,,,,,,1,0.00010591,estc
"Jones, Henry, 1721-1770.",Jones,Henry,,1721,1770,,,,,,,1,0.00010591,estc
"Vansittart, Henry, 1732-1770.",Vansittart,Henry,,1732,1770,,,,,,,1,0.00010591,estc
"Mayo, Henry, 1733-1793.",Mayo,Henry,,1733,1793,,,,,,,1,0.00010591,estc
"Goudemetz, Henry, 1749-1826?",Goudemetz,Henry,,1749,1826?,,,,,,,1,0.00010591,estc
"Bromley, Henry, b. 1750.",Bromley,Henry,,1750,,,,,,,,1,0.00010591,estc
"Lemoine, Henry, 1756-1812",Lemoine,Henry,,1756,1812,,,,,,,1,0.00010591,estc
"Oakes, Henry, Sir, Bart., 1756-1827.",Oakes,Henry,,1756,1827,,,,,,,1,0.00010591,estc
"Guthry, Henry, bp. of Dunkeld, 1600?-1676.",Guthry,Henry,, 1600?,1676,,,,,,,1,0.00010591,estc
"Wilson, Henry, 18th cent.",Wilson,Henry,, 18th cent.,,,,,,,,1,0.00010591,estc
"Lee, Henry, D.D.",Lee,Henry,,,,,,,,,,1,0.00010591,estc
"Haslop, Henry, fl. 1586-1591.",Haslop,Henry,, fl. 1586,1591,,,,,,,1,0.00010591,estc
"Anderson, Henry, d. 1761.",Anderson,Henry,,,1761,,,,,,,1,0.00010591,estc
"Dimock, Henry, d. 1810.",Dimock,Henry,,,1810,,,,,,,1,0.00010591,estc
"Phillippes, Henry, d. 1677?",Phillippes,Henry,,,1677?,,,,,,,1,0.00010591,estc
"Walrond, Henry, d. 1693?",Walrond,Henry,,,1693?,,,,,,,1,0.00010591,estc
"Howard, Henry,",Howard,Henry,,,,,,,,,,1,0.00010591,estc
"Northumberland, Henry Algernon Percy, Earl of, 1478-1527.",Percy,Henry Algernon,,1478,1527,,,,,,,1,0.00010591,estc
"Englefield, Henry Charles, Sir, bart., 1752-1822.",Englefield,Henry Charles,,1752,1822,,,,,,,1,0.00010591,estc
"Davis, Henry Edwards, 1756-1784.",Davis,Henry Edwards,,1756,1784,,,,,,,1,0.00010591,estc
"Groenvelt, Henry Frederic.",Groenvelt,Henry Frederic,,,,,,,,,,1,0.00010591,estc
"Yorke, Henry Redhead, 1772-1813.",Yorke,Henry Redhead,,1772,1813,,,,,,,1,0.00010591,estc
"Gore, Henry.",Gore,Henry,,,,,,,,,,1,0.00010591,estc
"Higgs, Henry.",Higgs,Henry,,,,,,,,,,1,0.00010591,estc
"Kopp, Henry.",Kopp,Henry,,,,,,,,,,1,0.00010591,estc
"Norris, Henry.",Norris,Henry,,,,,,,,,,1,0.00010591,estc
"Thorndike, Herbert, 1598-1672.",Thorndike,Herbert,,1598,1672,,,,,,,1,0.00010591,estc
"Croft, Herbert, Sir, 1751-1816.",Croft,Herbert,,1751,1816,,,,,,,1,0.00010591,estc
"Hugo, Herman, 1588-1629.",Hugo,Herman,,1588,1629,,,,,,,1,0.00010591,estc
"Mountmorres of Castlemorres, Hervey Redmond Morres, Viscount, 1745 or 6-1797.",Morres,Hervey Redmond,, 1745 or 6,1797,,,,,,,1,0.00010591,estc
"Jacob, Hildebrand, 1693-1739.",Jacob,Hildebrand,,1693,1739,,,,,,,1,0.00010591,estc
"Bowman, Hildebrand.",Bowman,Hildebrand,,,,,,,,,,1,0.00010591,estc
"Gibson, historical writer.",Gibson,historical writer,,,,,,,,,,1,0.00010591,estc
"Price, Howell ap David,",Price,Howell ap David,,,,,,,,,,1,0.00010591,estc
"Farmer, Hugh, 1714-1787.",Farmer,Hugh,,1714,1787,,,,,,,1,0.00010591,estc
"Hamilton, Hugh, 1729-1805.",Hamilton,Hugh,,1729,1805,,,,,,,1,0.00010591,estc
"MacCurtin, Hugh, 1680?-1755.",MacCurtin,Hugh,, 1680?,1755,,,,,,,1,0.00010591,estc
"Grotius, Hugo, 1583-1645.",Grotius,Hugo,,1583,1645,,,,,,,1,0.00010591,estc
"Mackworth, Humphrey, Sir, 1657-1727.",Mackworth,Humphrey,,1657,1727,,,,,,,1,0.00010591,estc
"Hody, Humphrey, 1659-1707.",Hody,Humphrey,,1659,1707,,,,,,,1,0.00010591,estc
"Repton, Humphry, 1752-1818.",Repton,Humphry,,1752,1818,,,,,,,1,0.00010591,estc
"Drevon, I. F. Henry.",Drevon,I F Henry,,,,,,,,,,1,0.00010591,estc
"GeÅrgarinÄ“s, IÅsÄ“ph, 17th cent.",GeÅrgarinÄ“s,IÅsÄ“ph,, 17th cent.,,,,,,,,1,0.00010591,estc
"Pardies, Ignace Gaston, 1636-1673.",Pardies,Ignace Gaston,,1636,1673,,,,,,,1,0.00010591,estc
"Hand, Impartial. Impartial hand.",Hand,Impartial Impartial hand,,,,,,,,,,1,0.00010591,estc
"Titus, in Sandgate.",Titus,in Sandgate,,,,,,,,,,1,0.00010591,estc
"Barrow, Isaac, 1630-1677.",Barrow,Isaac,,1630,1677,,,,,,,1,0.00010591,estc
"Kimber, Isaac, 1692-1755.",Kimber,Isaac,,1692,1755,,,,,,,1,0.00010591,estc
"Maddox, Isaac, 1697-1759.",Maddox,Isaac,,1697,1759,,,,,,,1,0.00010591,estc
"Orobio de Castro, Isaac, approximately 1617-1687.",Orobio de Castro,Isaac,, approximately 1617,1687,,,,,,,1,0.00010591,estc
"Wood, Isaac, of Shrewsbury.",Wood,Isaac,,,,,,,,,,1,0.00010591,estc
"Pinto, Isaac de, 1715-1787.",Pinto,Isaac de,,1715,1787,,,,,,,1,0.00010591,estc
"Herbert, Isaac.",Herbert,Isaac,,,,,,,,,,1,0.00010591,estc
"Thompson, Isaac.",Thompson,Isaac,,,,,,,,,,1,0.00010591,estc
"Kelly, Isabella.",Kelly,Isabella,,,,,,,,,,1,0.00010591,estc
"Mauduit, Israel, 1708-1787.",Mauduit,Israel,,1708,1787,,,,,,,1,0.00010591,estc
"Walton, Izaak, 1593-1683.",Walton,Izaak,,1593,1683,,,,,,,1,0.00010591,estc
"Mumford, J. 1606-1666.",Mumford,J,,1606,1666,,,,,,,1,0.00010591,estc
"VanieÌ€re, J. 1664-1739.",VanieÌ€re,J,,1664,1739,,,,,,,1,0.00010591,estc
"Bailey, J. 1750-1819.",Bailey,J,,1750,1819,,,,,,,1,0.00010591,estc
"Robertson, J., fl. 1770-1790.",Robertson,J,, fl. 1770,1790,,,,,,,1,0.00010591,estc
"Moir, J., Rev.",Moir,J,,,,,,,,,,1,0.00010591,estc
"Burton, J. 1745 or 6-1806.",Burton,J,,1745 or 6,1806,,,,,,,1,0.00010591,estc
"Crull, J. d. 1713?",Crull,J,,,1713?,,,,,,,1,0.00010591,estc
"Holcombe, J. ",Holcombe,J,,,,,,,,,,1,0.00010591,estc
"Achard, J.",Achard,J,,,,,,,,,,1,0.00010591,estc
"Billingsley, J.",Billingsley,J,,,,,,,,,,1,0.00010591,estc
"Brookes, J.",Brookes,J,,,,,,,,,,1,0.00010591,estc
"Fenwick, J.",Fenwick,J,,,,,,,,,,1,0.00010591,estc
"Garretson, J.",Garretson,J,,,,,,,,,,1,0.00010591,estc
"Monk, J.,",Monk,J,,,,,,,,,,1,0.00010591,estc
"Owen, J.",Owen,J,,,,,,,,,,1,0.00010591,estc
"Perry, J.",Perry,J,,,,,,,,,,1,0.00010591,estc
"Phelps, J.",Phelps,J,,,,,,,,,,1,0.00010591,estc
"R., J., a convert of Mr. Bays's.",R,J,,,,,,,,,,1,0.00010591,estc
"Ramsden, J.",Ramsden,J,,,,,,,,,,1,0.00010591,estc
"Twamley, J.",Twamley,J,,,,,,,,,,1,0.00010591,estc
"Rambach, J. J. 1693-1735.",Rambach,J J,,1693,1735,,,,,,,1,0.00010591,estc
"Desaguliers, J. T. 1683-1744.",Desaguliers,J T,,1683,1744,,,,,,,1,0.00010591,estc
"Spon, Jacob, 1647-1685.",Spon,Jacob,,1647,1685,,,,,,,1,0.00010591,estc
"Vernet, Jacob, 1698-1789.",Vernet,Jacob,,1698,1789,,,,,,,1,0.00010591,estc
"Ilive, Jacob, 1705-1763.",Ilive,Jacob,,1705,1763,,,,,,,1,0.00010591,estc
"Duché, Jacob, 1738-1798.",Duché,Jacob,,1738,1798,,,,,,,1,0.00010591,estc
"Ozanam, Jacques, 1640-1717.",Ozanam,Jacques,,1640,1717,,,,,,,1,0.00010591,estc
"Bossuet, Jacques Bénigne, 1627-1704.",Bossuet,Jacques Bénigne,,1627,1704,,,,,,,1,0.00010591,estc
"Serenius, Jakob, 1700-1776.",Serenius,Jakob,,1700,1776,,,,,,,1,0.00010591,estc
"Staehlin, Jakob von, 1709-1785.",Staehlin,Jakob von,,1709,1785,,,,,,,1,0.00010591,estc
"Melville, James, Sir, 1535-1617.",Melville,James,,1535,1617,,,,,,,1,0.00010591,estc
"Ware, James, Sir, 1594-1666.",Ware,James,,1594,1666,,,,,,,1,0.00010591,estc
"Heath, James, 1629-1664.",Heath,James,,1629,1664,,,,,,,1,0.00010591,estc
"Tyrrell, James, 1642-1718.",Tyrrell,James,,1642,1718,,,,,,,1,0.00010591,estc
"Wright, James, 1643-1713.",Wright,James,,1643,1713,,,,,,,1,0.00010591,estc
"Welwood, James, 1652-1727.",Welwood,James,,1652,1727,,,,,,,1,0.00010591,estc
"Dickinson, James, 1658-1741.",Dickinson,James,,1658,1741,,,,,,,1,0.00010591,estc
"Arbuckle, James, 1700-1734?",Arbuckle,James,,1700,1734?,,,,,,,1,0.00010591,estc
"Burrow, James, Sir, 1701-1782.",Burrow,James,,1701,1782,,,,,,,1,0.00010591,estc
"Steuart, James, Sir, 1712-1780.",Steuart,James,,1712,1780,,,,,,,1,0.00010591,estc
"Townley, James, 1714-1778.",Townley,James,,1714,1778,,,,,,,1,0.00010591,estc
"Brindley, James, 1716-1772.",Brindley,James,,1716,1772,,,,,,,1,0.00010591,estc
"Cawthorn, James, 1719-1761.",Cawthorn,James,,1719,1761,,,,,,,1,0.00010591,estc
"Merrick, James, 1720-1769.",Merrick,James,,1720,1769,,,,,,,1,0.00010591,estc
"Ussher, James, 1720-1772.",Ussher,James,,1720,1772,,,,,,,1,0.00010591,estc
"Maxwell, James, 1720-1800.",Maxwell,James,,1720,1800,,,,,,,1,0.00010591,estc
"Penn, James, 1727-1800.",Penn,James,,1727,1800,,,,,,,1,0.00010591,estc
"Robson, James, 1733-1806.",Robson,James,,1733,1806,,,,,,,1,0.00010591,estc
"Eyre, James, Sir, 1734-1799.",Eyre,James,,1734,1799,,,,,,,1,0.00010591,estc
"Keir, James, 1735-1820.",Keir,James,,1735,1820,,,,,,,1,0.00010591,estc
"Boswell, James, 1740-1795.",Boswell,James,,1740,1795,,,,,,,1,0.00010591,estc
"Wilson, James, 1742-1798.",Wilson,James,,1742,1798,,,,,,,1,0.00010591,estc
"Douglas, James, 1753-1819.",Douglas,James,,1753,1819,,,,,,,1,0.00010591,estc
"Currie, James, 1756-1805.",Currie,James,,1756,1805,,,,,,,1,0.00010591,estc
"Freeman, James, 1759-1835.",Freeman,James,,1759,1835,,,,,,,1,0.00010591,estc
"Boaden, James, 1762-1839.",Boaden,James,,1762,1839,,,,,,,1,0.00010591,estc
"Hurdis, James, 1763-1801.",Hurdis,James,,1763,1801,,,,,,,1,0.00010591,estc
"Grahame, James, 1765-1811.",Grahame,James,,1765,1811,,,,,,,1,0.00010591,estc
"Plumptre, James, 1770-1832.",Plumptre,James,,1770,1832,,,,,,,1,0.00010591,estc
"Roberts, James, 1668 or 9-1754.",Roberts,James,, 1668 or 9,1754,,,,,,,1,0.00010591,estc
